-1.7142484,5.315128,8.169016,-0.004886922,0.0,-0.0012217305,3.0675845,-0.5670222,0.20684624,0
-1.436521,5.3438582,7.9870567,-0.02321288,-0.06963864,0.010995574,3.0739636,-0.58232665,0.17795356,0
-1.436521,5.410896,7.9966335,-0.12583824,-0.16371189,-0.010995574,3.0829027,-0.5875313,0.17774491,0
-1.3790601,5.439626,7.9583263,-0.1966986,-0.2687807,-0.04642576,3.070324,-0.5927027,0.17158134,0
-1.2641385,5.391742,8.025364,-0.24923302,-0.36163223,-0.05375614,3.0712907,-0.5859147,0.15623417,0
-1.292869,5.439626,7.929596,-0.2761111,-0.37629297,-0.09896017,3.0928745,-0.5951569,0.16162138,0
-1.2737153,5.4204726,8.0924015,-0.2761111,-0.36651915,-0.11606439,3.0952048,-0.5845399,0.15611568,0
-1.2354081,5.353435,8.408437,-0.26633725,-0.31154126,-0.13683382,3.1050625,-0.5621235,0.1458811,0
-0.9864111,5.1810527,8.485051,-0.19547687,-0.18325958,-0.13561209,3.117057,-0.5452033,0.11573331,0
-0.8619126,4.951209,8.418014,-0.118507855,-0.07086037,-0.14294246,3.130872,-0.52939856,0.10203351,0
-1.436521,5.1906295,8.312668,-0.089186326,-0.05497787,-0.17959438,3.1090772,-0.5515965,0.171121,0
-1.2545617,4.9320555,8.178593,-0.119729586,-0.14416419,-0.16737707,3.0948007,-0.5375266,0.15220934,0
-1.0342951,4.855441,8.24563,-0.21991149,-0.32375857,-0.10262536,3.0845692,-0.5287743,0.124783814,0
-1.2066777,4.8267107,8.6095495,-0.2846632,-0.3738495,-0.09162979,3.0835247,-0.5068241,0.13924867,0
-1.3120226,4.76925,8.810662,-0.28955013,-0.3200934,-0.10262536,3.0807898,-0.4915654,0.14782675,0
-1.1587936,4.6830587,8.896853,-0.23701571,-0.2565634,-0.065973446,3.1027026,-0.4810638,0.12951845,0
-0.9959879,4.55856,8.734048,-0.12217305,-0.16737707,-0.002443461,3.1063988,-0.47839218,0.1135446,0
-0.842759,4.4915223,8.504205,-0.06719518,-0.12461651,0.0036651914,3.1201713,-0.48390052,0.098776594,0
-0.78529817,4.405331,8.418014,-0.03176499,-0.089186326,-0.0061086523,3.1188767,-0.48035297,0.09301861,0
-1.0630256,4.4915223,8.494628,-0.028099801,-0.047647487,-0.043982297,3.0998123,-0.4831776,0.12449374,0
-1.3215994,4.5872903,8.6095495,-0.02687807,-0.013439035,-0.06841691,3.0922928,-0.4847361,0.15231498,0
-1.4077905,4.644751,8.523358,-0.0012217305,-0.0012217305,-0.059864793,3.0963478,-0.49331927,0.16369067,0
-1.283292,4.6351743,8.350976,0.015882496,-0.010995574,-0.041538835,3.1079426,-0.50177234,0.15247697,0
-1.2545617,4.6255975,8.379706,0.009773844,-0.030543262,-0.030543262,3.077011,-0.49970204,0.1486105,0
-1.3120226,4.596867,8.571242,-0.02932153,-0.037873644,-0.032986723,3.0822663,-0.4874662,0.1518936,0
-1.3024458,4.5681367,8.839393,-0.059864793,-0.042760566,-0.028099801,3.0926082,-0.47262517,0.14629298,0
-1.2545617,4.548983,8.887277,-0.07086037,-0.028099801,-0.017104227,3.0957146,-0.4690955,0.14023717,0
-1.2162545,4.55856,8.714894,-0.036651913,-0.008552114,-0.014660765,3.0900342,-0.47798795,0.1386648,0
-1.1492168,4.5777135,8.542512,-0.0061086523,-0.013439035,-0.004886922,3.1086557,-0.48820922,0.13372627,0
-1.1492168,4.6160207,8.552089,-0.015882496,0.004886922,-0.0061086523,3.099859,-0.4912115,0.13357829,0
-1.1204864,4.6255975,8.360553,-0.013439035,0.018325957,0.0012217305,3.095274,-0.5015846,0.13322674,0
-1.2066777,4.6160207,8.6095495,-0.040317107,0.037873644,0.002443461,3.0932612,-0.488109,0.13924867,0
-1.2641385,4.644751,8.695741,-0.06963864,0.062308256,-0.0073303827,3.1050563,-0.48625296,0.14436314,0
-1.2258313,4.6255975,8.619126,-0.04520403,0.07941248,0.0,3.1023407,-0.48838854,0.14127478,0
-1.1492168,4.673482,8.7053175,-0.040317107,0.06963864,0.0012217305,3.0972586,-0.48910263,0.13125423,0
-1.340753,4.711789,8.724471,-0.036651913,0.05742133,-0.008552114,3.0791981,-0.4903201,0.15248434,0
-1.5131354,4.8458643,8.954314,-0.039095376,0.05009095,-0.015882496,3.0877368,-0.49017376,0.16740249,0
-1.7621324,4.9224787,8.887277,-0.028099801,0.06352998,-0.028099801,3.0768313,-0.49768683,0.19573717,0
