0.009909292,-0.0024293438,0.004447587,0.008515358,-1.0
0.013544803,0.005908385,-0.012156598,-8.773804E-4,-1.0
0.013272127,-0.010949045,-0.0021325648,0.007191658,-1.0
0.009943048,-0.0011343509,-0.009679444,-0.0019712448,-1.0
0.011249591,-0.009172298,-8.78945E-5,0.006512642,-1.0
0.008387823,3.3438206E-4,-0.007989235,-0.002532959,-1.0
0.009695526,-0.0076401606,0.0013123527,0.0058231354,-1.0
0.0076723993,0.0016009063,-0.0068317354,-0.0031032562,-1.0
0.015630646,-0.01450979,0.002269186,0.0053510666,-1.0
0.008372299,-0.004224263,-0.0062577426,-0.0036182404,-1.0
0.0071671386,0.0044246316,0.0027436689,0.004925728,-1.0
0.011689781,-0.0042589977,0.010184608,-0.0038452148,-1.0
0.006482576,0.004395917,5.0243735E-4,0.004737854,-1.0
0.01563495,-0.00443656,0.00863117,0.01225853,-1.0
0.0048561892,0.004249133,-7.817E-4,0.0022172928,-1.0
0.010452908,-0.004404068,0.0072703958,-0.0060834885,-1.0
0.0055007357,0.0042759925,-0.0019065738,0.0028877258,-1.0
0.016055346,-0.0045392513,0.0065682605,-0.013929367,-1.0
0.006039306,0.0041642487,-0.002486989,-0.0035982132,-1.0
0.013703866,0.011358917,0.005860731,0.0049419403,-1.0
0.017408157,0.001473166,0.012761302,-0.011748314,-1.0
0.009032038,-0.0069394037,-0.0054739416,-0.0018596649,-1.0
0.010277642,0.0021801814,0.0033915937,-0.0094537735,-1.0
0.007971066,-0.006114349,-0.005112946,1.0204315E-4,-1.0
0.00926443,0.0028622076,0.0036900118,0.0080013275,-1.0
0.0077649686,-0.0057499185,-0.005041048,-0.0013494492,-1.0
0.0083853835,0.003163457,0.003749445,0.0068006516,-1.0
0.012472987,-0.005301535,-0.0048171356,-0.010210991,-1.0
0.0053146686,0.0035341159,0.00393454,-5.245209E-4,-1.0
0.013971582,0.010838024,-0.0046641305,0.0074825287,-1.0
0.010897452,0.0010800213,0.004206881,-0.009994507,-1.0
0.008316098,-0.007023789,-0.0044389963,-3.452301E-4,-1.0
0.009474079,0.002110429,0.0042471215,-0.008201599,-1.0
0.0150072,0.0096611455,0.011427425,0.0011367798,-1.0
0.020191358,7.222593E-5,0.01798658,0.009174347,-1.0
0.0080413055,0.007976286,-9.647161E-4,-3.3283234E-4,-1.0
0.01052754,-0.0013230518,0.0071191043,0.0076417923,-1.0
0.007296383,0.0068228915,-0.0020316392,-0.0015993118,-1.0
0.016030539,-0.010559179,-0.009940676,0.006831169,-1.0
0.0024293354,-8.120686E-4,-3.007874E-4,-0.0022697449,-1.0
0.019205842,-0.008587867,-0.016081803,0.006040573,-1.0
0.00617476,8.1750005E-4,-0.0053773,-0.0029230118,-1.0
0.010082901,-0.0075008646,0.0035961643,0.005698204,-1.0
0.011480515,0.001716055,0.010889322,-0.003206253,-1.0
0.010799432,-0.0064980164,-0.0068316013,0.0052661896,-1.0
0.004931678,0.0025450513,0.0022692978,-0.0035629272,-1.0
0.009746467,-0.0058127344,-0.006040685,0.004971504,-1.0
0.014310747,0.0032232925,-0.0133737475,-0.0039434433,-1.0
0.007689046,-0.0052520707,-0.003138706,0.0046567917,-1.0
0.007592641,0.0035750046,0.0053219944,-0.004067421,-1.0
0.01742171,-0.004961334,0.012315959,-0.011279106,-1.0
0.004821761,0.003952369,0.0023456141,-0.001458168,-1.0
0.017476209,0.0111837685,0.009855568,-0.009121895,-1.0
0.0013995983,0.0013283789,2.3043156E-4,3.7574768E-4,-1.0
0.014651898,0.0090146735,0.008107066,0.008227348,-1.0
0.017948998,-4.813671E-4,-0.00945951,0.015246391,-1.0
0.008183717,0.007518664,9.6961856E-5,-0.003230095,-1.0
0.013469826,-0.009617925,-0.007836424,0.0052461624,-1.0
0.0038584964,-3.398955E-5,0.0014386699,-0.0035800934,-1.0
0.011530326,-0.007944673,-0.0067273155,0.004957199,-1.0
0.012477489,0.001397647,0.0024401098,-0.0121564865,-1.0
0.00922308,-0.006761223,-0.0058994815,-0.0021324158,-1.0
0.0104085365,0.002327472,0.0030398294,-0.009678841,-1.0
0.011226932,0.009840563,-0.0054037273,-8.392334E-5,-1.0
0.00888278,2.2586435E-4,0.0035735369,0.00812912,-1.0
0.009577194,0.008103289,-0.0049625486,-0.0011968613,-1.0
0.008001434,-0.0012180656,0.0038143322,0.0069274902,-1.0
0.013231619,0.006909676,0.01106967,-0.0021896362,-1.0
0.012311841,-0.010484867,0.0012783781,0.0063257217,-1.0
0.01484666,-7.5063854E-4,-0.0068598166,0.013145447,-1.0
0.010128901,-0.008537084,0.00224597,-0.004966736,-1.0
0.0072100433,8.594766E-4,-0.006059967,0.0038108826,-1.0
0.014873996,-0.0072060972,0.0029071644,-0.012682915,-1.0
0.0066193813,0.0020301118,-0.0057114214,-0.0026597977,-1.0
0.012306642,-0.0062384084,0.0031952858,-0.0101156235,-1.0
0.005970099,0.0027596578,-0.005275227,-4.453659E-4,-1.0
0.013176383,0.010197826,0.0035558566,0.007548332,-1.0
0.009402922,-0.007669121,-0.0051559284,-0.0017366409,-1.0
0.0076057627,0.0015769675,0.00365448,0.0064811707,-1.0
0.013034883,-0.006612994,0.010937527,-0.0025587082,-1.0
0.009261987,0.0024500042,-0.0067917556,0.005801201,-1.0
0.01562598,-0.0061029047,-0.014016911,-0.003232956,-1.0
